id_way,node_id,cross_ways
30037624,"{1588462728, 1588462729, 1588462730, 1588462732, 1588462734, 8202719310, 8202932624, 8171383250, 1588477268, 8153048981, 8202732758, 8171383453, 1588462753, 1588451171, 330786087, 330786088, 3046962089, 4941365671, 330786089, 8153154029, 8153101690, 1588462973, 285898047}","{145716554, 145463690}"
145463690,"{4052831888, 894189338, 4049511918}","{75739285, 50434294}"
30037701,"{8310041473, 330696769, 8310041481, 1589823116, 1589763278, 8174545010, 330784503, 3499434586, 330789372, 330789373}","{655552512, 30047409, 145590154, 655552513}"
30047409,"{8292231129, 330697145, 330789372, 6239867311}","{677252705, 145691155, 30037701}"
655552512,"{8166357209, 8100821654, 330784503}","{655552513, 30037701}"
145674438,"{330789545, 1590431119}",{30037705}
145674428,"{1590431040, 1590431042, 1590431044, 1590604651, 1590604685, 1590431024, 1590604726, 1590431038, 1590431039}",{145502030}
30037778,"{1588438947, 1515015979, 1588568907, 1588568909, 1588568910, 1588568911, 1588568912, 1588464781, 330791249, 1271862391, 1588568922, 1271862395, 1588568924, 1588568927}","{30037811, 884567982}"
30037826,"{8228342342, 1589481549, 330791256, 330791257, 330791258, 330791259, 330791260, 345222682, 1588465250, 330791266, 1589206886, 8944776168, 8944776169, 8944776170, 1588634991, 1605379695, 1588634993, 1591094771, 1591094775, 1591094778, 1590909051}","{75720761, 31055833, 147298493, 884567982}"
75720761,"{1591242115, 283922470, 8402611591, 1588453580, 8011574159, 1588450225, 330790935, 1591241886}","{142796066, 145587414}"
31055833,"{8169607335, 1591049000, 1590909066, 8292203985, 1605379827, 6341113367, 345222682, 1591048670}","{30037826, 677210791}"
147298493,"{330791266, 8239087203, 1515016295, 8944782443, 3219744941, 3219744942, 3219744943, 5560306286, 5560306287, 8239083282, 3219744945, 8239083285, 1515016181, 8239087197, 3219745598}","{30037826, 362550509}"
590430065,"{1588620391, 1588521785, 1593141770, 8474064571, 290166236, 1621348511}","{590430059, 30037869}"
30037869,"{330791586, 1503703560, 345223933, 7995723280, 1588561878, 330791579, 290166236, 330791580, 1593139870, 5622774175, 8105327008, 5622774176, 330791581, 5622774174, 1593559460, 330791583, 8105327005, 330791584, 330791585, 8100821673, 1587355434, 5640793643, 6311068088, 1588543661, 1503703470, 330791352, 1587355129, 1593139323, 1588112765}","{145391426, 145311716, 137084231, 137084232, 138207180, 145311724, 590430065, 145437077, 624693982}"
145311724,"{1587355434, 1587355389}",{30037869}
145311716,"{1593139833, 1587355048, 1587355129, 1593139883}","{146016753, 30037869}"
624693982,"{8246384000, 330792387, 8100821667, 8100821670, 290163693, 330791951, 8212244408, 345224152, 330791352, 8100821531, 1593138524, 8246383998, 8246383999}","{884156904, 138207177, 884177612, 30037869, 30036947, 740088670}"
145437077,"{1588543672, 1588543674, 1588543661, 1588543663}",{30037869}
137084231,"{1591178214, 1588543655, 1503703560, 330791942, 1591178185, 1591178226, 1593559827, 1515041623, 1503703609, 1591178237, 1591178239}","{138207177, 30036947, 30037028, 30037869}"
744526325,"{290165201, 1588112579, 1589165525}","{30037880, 626119467, 744526324, 530442454}"
744526324,"{290165201, 1587484925}","{30037880, 626119467, 370134392, 744526325}"
626119467,"{1589884064, 290165201, 1589165265, 7943477623}","{30037880, 744526324, 744526325, 624686568}"
30037880,"{290165201, 6311067956, 3738575621}","{626119467, 744526324, 744526325, 370134391}"
370134392,"{3738579928, 1587484925}","{744526322, 744526324}"
370134391,"{2721179818, 3738575621}",{30037880}
30038564,"{1590058340, 330779461, 1590058342, 1505984458, 1590058287}","{145619306, 145622794, 145620734}"
30041152,"{330827978, 8048948082, 330792941}",set()
30038037,"{330793282, 330794018, 1588274056, 343737961, 1588274058, 330980491, 330980556, 330793619, 1588998708, 330810709, 330793622, 330793625, 330794015}","{30050721, 30050722, 30039942, 145486150, 30041064, 30039945, 30039686, 30041001, 30041039, 145408564, 30039861, 30923094}"
145408564,"{1588274065, 1588274067, 1588274068, 1588274069, 1588274070, 1588274071}",set()
30050722,"{1589000164, 1589000168, 1589000169, 1589000170, 1589000171, 1589000172}",set()
30041064,"{330810720, 330825762, 330811079, 330802699, 1588259505, 330798833, 330810709, 330810712, 330810714, 330810717}","{30040065, 30039685, 30038037, 145596826, 145596159}"
30039945,"{330814657, 330793619, 330814788, 330814662, 330814664, 330814665, 330814667}","{30038037, 30039685, 145596159}"
30039942,"{330814793, 330798825, 330823595, 330814644, 1588968725, 330814646, 330814647, 330793622}","{30038037, 30039685, 145596159}"
145486150,"{1588998706, 1588998707, 1588998708, 330814795}",{30038037}
30039686,"{330811219, 330811220, 330811221, 330811223, 330823208, 1589839211, 330823581}","{30040849, 30039845}"
30039861,"{1590008225, 330823591, 330799207, 8244341819, 1588314989}","{30038585, 145412903}"
30041001,"{330799153, 330799154, 330799155, 1589274733, 330799158, 330799159, 286416397}","{30038592, 30040065, 30039845, 30039685, 30038764}"
30038558,"{330799010, 8400184451, 330799012, 330799011, 330979430, 330779339, 1590636013, 330779255}","{30041066, 145619308, 145691565, 484866737, 30036989}"
145691565,"{1590635893, 1590635774, 1590635847}",set()
145619306,"{1590058391, 7106877178, 1589993627, 8086789340}",set()
145622794,"{1505984458, 330976188, 1505984485}","{30041152, 30038564}"
145597376,"{1589840304, 330826792, 1589839916, 1589841032}",{30041066}
30921721,"{1589341540, 343720165, 343720166, 1589341515, 8400184462, 1590089304, 330799098, 330779295}","{30038569, 145631957}"
30038585,"{1588127363, 1588123973, 8194086024, 330824334, 330824336, 1588314964, 330823201, 8074500770, 330794021, 330824102, 330799207, 330799209, 330799210, 330799211, 330799212, 330799213, 330799215, 330799216, 330811441, 1589083509}","{30040066, 145623747, 30040932, 428697091, 30040966, 145412830, 30039726, 145392624, 30040976, 30040848, 30040530, 30039861, 30040119, 30039710, 30040511}"
145392624,"{330824325, 330811899, 1588123787, 1588123806}","{30039761, 30050970, 145392665}"
30039710,"{1588365826, 330824706, 330824709, 1589835352, 330811226, 330824124, 330824703}",set()
30040976,"{330984784, 330824329, 8244332603, 330984780, 330824335}","{30039728, 30039761, 30039760}"
30040966,"{330811445, 330824330, 8244332602, 330824332, 330811422}","{30039760, 30039728}"
30040511,"{330818913, 330984788, 8244332601, 330820075}","{30039760, 30039761, 30040468, 30039728}"
30039726,"{330811879, 8244332600, 330824331, 330811438, 330811439}","{30039760, 30039761, 30039728}"
30040849,"{330811443, 330820070, 330811223}","{30039686, 30039726, 30040511}"
145623747,"{330820499, 8244332597, 330811880, 330820493}","{30039760, 30039761}"
30040530,"{330820313, 330820300, 330820293}",{30039761}
145412830,"{8244332616, 1588314964, 1588314948}","{30038585, 145412903}"
428697091,"{330799217, 1589083509}","{30038592, 30038585}"
30038592,"{330799448, 330799217, 286416397}","{428697091, 30038627, 700201288, 700201289, 30041001, 30038764}"
30038764,"{1588314981, 330802118, 330802117, 1588315017, 1588314987, 1588314991, 1588314995, 1588314996}","{145412835, 145412899, 30038628, 145412900, 145412840, 145412841, 30038643, 145412823}"
700201289,"{330799448, 8194086052, 286416133}","{30038592, 700201288, 744526320, 30038627}"
700201288,"{330799448, 8194086049, 330802260}","{30038592, 700201289, 30038627, 30040249}"
30038627,"{330818631, 330818632, 330818633, 1588315015, 330818635, 1588315020, 1588315005, 330799791, 1588315024, 1588315027, 330799444, 330799445, 330818902, 330799446, 1588315028, 1588419805}","{516271681, 145412899, 145412835, 30038628, 145412900, 145412840, 145412841, 30038643, 145412823, 145412827}"
30039760,"{8194086018, 1588303390, 330811871}","{30050970, 145411415}"
30038643,"{330802118, 4049515318, 330799582, 330799791}","{30038627, 30038764, 30038638}"
30039761,"{8244332609, 330823204, 330820075, 330824332, 330811439}","{30040848, 30040966, 30039726, 30040511}"
30039843,"{286416146, 330813350, 330799447, 8403895433}","{30038627, 30038764}"
516271681,"{330799444, 1588421783, 286416140, 1588315022}","{516271680, 145426002, 30038627, 145412815}"
145412815,"{1588315011, 1588315013, 1588315007}",{145425896}
145412827,"{1588314953, 1588418129, 1588315005}","{30040361, 30038627}"
145412899,"{1588314981, 1588315015}","{30038627, 30038764}"
145412823,"{8403895424, 330799306, 1588314987, 1588315020, 1588314942}","{30038600, 30038627, 30038764, 30038638}"
145412835,"{8403895426, 1588314946, 330799445, 1588314936, 1588314991}","{30038600, 30038627, 30038764, 30038638}"
145412840,"{1588315024, 330799585, 1588314995, 8403895427, 1588314938}","{30038600, 30038627, 30038764, 30038638}"
145412900,"{1588314944, 1588315027, 1588314996, 8403895430, 1588315046, 1588191209, 1588314970}","{516271680, 145412897, 30038627, 30038600, 30038764, 145737727}"
145412897,"{1588314962, 1588314970}","{30038628, 145412900}"
30038638,"{1588314942, 330799585, 1588314946, 330799582, 330799579, 330818667, 1588415694}","{30038643, 145425997, 145425998, 30040359}"
145425997,"{1588416512, 1588415694, 1588417383}","{30040361, 30038638}"
30040359,"{330818666, 330818667}","{30040361, 30038638}"
484866658,"{286416377, 1588119754}","{484866657, 30038818, 145392199, 744526319, 30038777}"
744526319,"{286416376, 286416377, 8074500751}","{484866658, 30038818, 516271686, 145392199, 744526318}"
145393886,"{1588137347, 1588137415}","{516271683, 516271685}"
145428884,"{1588119744, 1588444272, 330785302, 1588444300, 8198130463}","{145393144, 30038777, 30038818, 145393887}"
145428880,"{1590031248, 1590031345, 8198130464, 1588444275, 1588444292, 1588444311, 1588444270}","{145393144, 30038777, 30038818, 145393887}"
145428879,"{8198130465, 1588444274, 1590030566, 1590030680, 1588444266}","{30038818, 145393887}"
145428887,"{1588444289, 1588444306, 8198130466, 1588444260, 8188197750, 330785303, 1588444252}","{30038818, 677243206, 516273479, 516273480, 145393144, 30038777, 145393887}"
145428888,"{1588444291, 1588444285, 1588444293}","{145393144, 30038777}"
786570928,"{1593070264, 1589575601, 330784311}","{30038792, 851764810, 146001147}"
30038792,"{1503688802, 1503688803, 1503688804, 1503688807, 1503688808, 8168433039, 330802357, 330784311}","{786570928, 851764810}"
30038830,"{330802608, 4204467207, 4204467210, 330779676, 1589809645}","{30038824, 119419490, 744526318}"
30039685,"{1589937410, 330814788, 330811079, 330811080, 1589000138, 330823595, 8326910156, 8326910157, 1588998700, 330813778, 330814643, 330799158}","{30050721, 30039686, 30041064, 30041001, 30041039, 30039861}"
30041039,"{1589000131, 1589000132, 1589000133, 1589000134, 1589000135}",{30040065}
30040065,"{1589000131, 330816072, 330823593, 330823592, 1590961289, 330816074, 1589937384, 330799155, 330810714, 330823773}","{30050722, 30039686, 30041064, 30041039, 30039861}"
145596826,"{1589878133, 1589839174, 1589839207, 1589839176, 1589839193, 1589839181, 1589839209}",set()
30040066,"{330816596, 330984776, 330811420, 8244332604}","{30039728, 30039761, 30039760}"
30040120,"{330820324, 1588314972, 1588314940, 1588314967, 1588314956, 1590029005}","{30038600, 30039843, 30040533, 145412903}"
30039728,"{330984788, 1588314453, 330811422, 330811438}","{30040848, 30040966, 30039726, 30040511}"
30040468,"{4059030396, 330818921, 8258832788}","{30040389, 145433485}"
30040848,"{330823204, 8244341834, 330799210, 1588314453, 8244332598, 330816631, 1588314428, 1588314301}","{30039760, 30039761, 30039728, 30040120, 30038585}"
145411415,"{1588303189, 1588484037, 8230122892, 1588303295}","{145433467, 30040389}"
30050970,"{330811899, 330984774, 330811871}","{30039760, 30039761, 145392624, 145411415, 145392665, 336018397}"
336018397,"{1588122915, 1588122862, 3445682599}","{145392627, 336018398}"
145583935,"{1589740880, 1589740913}",{30039760}
30040533,"{330820321, 8244332593, 330820324, 1590029003, 8244332591}","{30039760, 30039761, 30040120, 145412903}"
145412903,"{330820324, 1588314948, 1588314983, 8403895465, 1588314985, 1588314989, 1588314993}","{30038600, 30040120, 30040533, 145412830}"
30040119,"{330823584, 330823590, 8194086023, 330799209, 330816618, 8194086027, 330816620, 330816622, 330823579}","{30040120, 30038585, 30039761}"
145392633,"{8382963444, 1588123716, 1588123686, 330811447, 330811896, 330811870}","{30039760, 30039761}"
145392665,"{330811899, 330811902}","{145392624, 30039761, 30050970, 145392627}"
145392627,"{1588123717, 1588123406, 1588123472, 1588123218, 1588123289, 1588123226, 1588123550, 1588123361, 1588123234, 1588123324, 1588123750, 1588123495, 1588123366, 1588123251, 1588123316, 1588123382, 1588123260, 1588123519}",set()
30040249,"{330802260, 330802261, 330817910}","{700201288, 744526320, 145737727}"
744526320,"{1590928545, 330802261, 286416133, 1590928699, 8074500763}","{30040249, 145737733}"
30039845,"{330813362, 330811219, 330799154, 1589937365, 330817516}","{30039861, 30039686}"
145482463,"{1588968773, 1588968761, 1588968763, 1588968751}",set()
145596159,"{1589000128, 1589000129, 1589000130, 330814793, 330814794, 330814667, 330814795, 1588998703, 1589000176, 1589000175, 1589007381, 330810712, 1589000124, 1589000127}","{30050721, 30050722, 145486150, 30041039, 145408564}"
145737733,"{1590928729, 1590929018, 1590928699}",{744526320}
145737727,"{330818178, 1588137247, 330817925, 286416134, 8194086055, 1588191209, 1590929810, 330817910, 8244361407}","{30038628, 145412900, 145412841, 30040249, 30036699}"
516273481,"{1588315045, 1588444247}","{677243205, 30040358, 516273480, 516273482, 145428881}"
145426002,"{1588421998, 1588421783}",{516271681}
145600280,"{1589866256, 1589866195, 1588483882, 330819693, 1588483887}","{30040634, 30040389, 145411405, 145433423}"
145411405,"{1588122768, 1588302362, 1588302516, 1588302377, 1588302394, 1588302557}",{336018398}
30040389,"{1588484037, 1588302600, 1588484105, 1588483979, 1588483920, 1589789968, 1588484180, 1588302495, 1588484001, 8945032931, 1588302372, 1589811939, 330818921, 1588484010, 330819691, 330819692, 330819693, 330819690, 330819695, 330819699, 330819703, 8258832440, 330819708, 1588484029, 1589790079}","{145433472, 145433473, 145433420, 145411405, 145433485, 145433424, 145433425, 145433427, 30040468, 145411415, 145600280, 145433467, 145433468, 145433471}"
145433471,"{1588483920, 1588483918}",{30040389}
145433472,"{1588483977, 1588483979}",{30040389}
145433454,"{1588484177, 1588484178, 1588484171}",{145433420}
145433473,"{1588484008, 1588484010}",{30040389}
145433468,"{1588484019, 1588484029}",{30040389}
145433467,"{8194085988, 330821445, 1588483911, 8194085994, 1588483916, 8194085997, 5622536173, 1590487442, 1588483924, 1590367029, 1588483996}","{145433466, 145433423}"
145433425,"{8945032929, 1588484100, 1588484087, 1588484105}","{30040634, 30040389, 145433454}"
145433420,"{1588484178, 1588484179, 1588484180, 8194077177}","{30040389, 145433454}"
145663577,"{1589283368, 8199413817, 8199413820}",{456687497}
145433423,"{1588484064, 8194085985, 1588484035, 1588484101, 1588483909, 8194085991, 1590487269, 1588483878, 1590395466, 8199413834, 1588483882, 1588484014, 1590395440, 1588484049, 1588483996, 1589752254}","{145433474, 145433477, 145433479, 145433481, 145433427, 145433467}"
30040599,"{330821440, 330821442, 330821443, 330821445, 1588484102, 1588484045, 1588484078, 8194086000, 1588484054, 1588484027, 1588484060, 1588483997}","{145433474, 145433476, 145433477, 145433446, 145433479, 145433481, 145433453, 145433427, 145663577, 145433467}"
145433477,"{1588484036, 1588483980, 1588483997, 1588484014}","{145433423, 30040599}"
145433479,"{330821443, 1588484052, 1588484035}","{145433423, 30040599}"
145433481,"{1588484049, 1588484027, 1588484071}","{145433423, 30040599}"
145433427,"{8410645152, 1588484129, 1588484130, 1588484109, 330819690, 1589845484, 1588484141}","{30040634, 145433484, 30040389, 145433454}"
145433474,"{1588484085, 1588484101, 1589845574, 1588484126}",{145433423}
145433476,"{1590444369, 1588484033, 1588484054, 1590444215}",{30040599}
145433453,"{1589846368, 1588484146, 1588484148, 1588484104, 1588484124}",{145433423}
145433448,"{1588484128, 1588484090, 1588484106}","{145433453, 145433446}"
145433446,"{1588484106, 1588484078}","{145433448, 30040599}"
145433449,"{1588484089, 1588484086, 1588484055}",{145663577}
145433485,"{330821745, 1588484154, 330818921, 1588484171, 1588484155, 8410645149}","{30040389, 145433484, 145433454, 30040468, 30040634}"
145433484,"{1588484130, 1588484155, 1588484175}","{145433427, 145433485}"
145433424,"{1588484001, 1588483989, 1588483909, 1588483975, 9807773722, 1588483994}","{881672576, 30040389, 145433454, 145433423, 30040634}"
881672576,"{9807773722, 9807773723, 8199413836, 1589844894}",{145433424}
145433442,"{1588483958, 1588483907, 1588483926}",{30040634}
145433439,"{1588483905, 1588483922, 1588483895}",{30040634}
145433441,"{1588483897, 1588483900, 1588483889}",{30040634}
30040663,"{330822053, 330822062, 330822063, 1590414543, 1590414353, 1588483955, 8194083093, 8194083095}","{145663577, 145433450}"
145433443,"{1588484016, 1590414556, 1588484062}","{145663577, 145433450}"
145433450,"{1588484016, 1588484072, 1588484047, 330822062, 1588484031}","{145433443, 145433445, 30040663}"
30040932,"{330824102, 1588365831, 1589839143, 330824120, 330816810, 1588362538, 330824079, 330824080, 330824113, 330824084, 8244341844, 330824085, 330824086, 330824117, 330824118, 330824092, 8244332605}","{30039728, 30039761, 30039760, 30040120, 30038585}"
30050721,"{330980547, 330980491, 1588998700, 1588998701, 1588998702, 1588998703, 1588998704, 1588998705, 1588259508, 330980534, 330980538, 330980543}","{30038037, 30039685, 145596159}"
145660137,"{1590309275, 1590309285, 330827951}",{30041066}
30041066,"{8400184453, 8400184454, 8400184455, 8243584967, 8400184461, 330826786, 330826789, 330979430, 330826792, 330827945, 330826794, 330827948, 330827951, 8243584959, 330779455}","{145597376, 30041152, 30041154, 30038564, 145660137, 30041068, 30038558}"
30041154,"{330827948, 330827981}",{30041066}
30050551,"{330978657, 330795142, 1589593927}","{145566145, 145517851}"
145483085,"{1588973808, 330827956, 1589784534, 1588973806}","{30041152, 145483088}"
30041172,"{8944778033, 330828226, 330828228, 330828229, 330828231, 330828233}","{137291018, 484866803, 137291012}"
30044588,"{1590602505, 8563086347, 1588929814, 1588929815, 330873756, 330882974, 330882977, 330882984, 330882989, 1588715438, 330873908, 330876088, 330873785, 1588715578, 1588715583, 330873919, 330873793, 1590601923, 1589453124, 1589452613, 1589453515, 1588715597, 330873812, 1590602709, 330873817, 330873821, 1588715617, 330873954, 330883171, 1588715619, 330874597, 330873829, 330873834, 330883181, 1588715630, 330873840, 1590602610, 330873844, 1590699382}",set()
145603825,"{8118434505, 8401442930, 330696247}","{145589362, 884156911}"
30047239,"{8100821552, 330935027, 330778858, 8292203998}","{145430180, 365220173, 145603825, 145661426, 884156914}"
884156914,"{8222509560, 330778858}","{145603825, 145603817, 30047239}"
145603813,"{330946696, 8310103044, 1589895432, 8292203996, 1589895437}",{145603823}
145430180,"{1588592706, 1588312323, 1588312298, 330695824, 5899065425, 1588592753, 8110054130, 6311059507, 8383620882, 8100821559, 6311059515, 1588312542}",{837149876}
365220173,"{1590315154, 330935027}","{145430180, 30047239, 365220174, 145661426, 145661427, 145661429}"
145661426,"{330779158, 8253545558, 1590315161, 1589932746, 330792286}",set()
145661617,"{989836260, 8110054124, 8105326990, 8105326993, 1588312242, 989837235, 1588356790, 8340902423}",{85379282}
677252705,"{7305752273, 8100821494, 6239867319, 7305752281, 8100821502}","{369030721, 884810747, 884810748}"
520467045,"{330948906, 1588404957}","{85379282, 30048750, 30048823}"
85379282,"{989837632, 5877980929, 989837235, 1588492003, 1589936533, 6754429734, 8105326987}",{145661617}
30048750,"{9345219648, 330695834, 1588404951, 330948854, 9345219639, 9345219642, 8118434492, 1588404957, 9345219647}","{85379282, 624687820, 520467045, 520467046}"
520467046,"{1590075605, 8082956390, 8118434495}",{469335019}
85383027,"{1589533187, 989869319, 989869320, 989869321, 989867849, 989867850, 989867851, 1588186125, 989869322}","{142796073, 85382991}"
146268927,"{1588714403, 1588714406, 330972296, 330975737, 1595410380, 1595410270}","{30050122, 503673486, 663717063}"
30050474,"{330976454, 330976459, 10079740332, 330976463}","{30050475, 145622798}"
30050181,"{641227175, 8110035786, 330970744, 641227023, 330970768, 1590350352, 10172990035, 1590350260, 10099741845, 330779544, 8173449753, 10172990042}","{145664644, 145664648, 145663369, 30050474, 145661431, 145661432}"
145663369,"{10172990049, 10172683622, 10172683626, 8944712604, 1590006845, 4049502239}","{624693987, 520458163}"
145664648,"{330970768, 1590350196, 330971227, 8107281084}","{30050181, 503673486}"
145664644,"{1590350264, 1590350260}",{30050181}
30050209,"{7995726102, 330779546, 330971245, 1588485758}",{503673486}
503673486,"{4049549888, 8011600268, 8011600271, 1595410264, 1590350170, 8110054171, 330971227, 330971230, 330971235, 330792550, 330971238, 330975737, 330975726, 330975729, 330975733, 5622972216, 5622972217, 5622972218, 5622972219}","{663717063, 145664648, 145661431, 145661432, 146268927}"
145622798,"{1590003249, 1590003250, 1590003251, 1590003253, 1590155704, 8258137820, 8258137821, 8408683965}","{145659016, 145641268}"
581427372,"{8192604757, 5563236749, 5563236750}",{145622798}
30050475,"{330976473, 330976463}",{30050474}
119417447,"{1589593921, 1589593891, 1589593925, 1589593900, 1589593903, 1589675024, 1589593905, 1589593907}",{145566145}
145566145,"{1589593921, 330978657, 1589593923}","{145566146, 119417447, 30050551}"
30921480,"{1588635136, 1588561219, 8202732805, 1588706885, 6625506024, 393665741, 8095640307, 343718811, 343718812, 5255278589, 1588634974}","{145463690, 145453789}"
145453789,"{1588634720, 5251408679, 1588634682, 343718812}",{30921480}
145631957,"{1590089304, 1341956130}","{30921721, 119419490}"
31055503,"{4430463626, 345218777, 345218778, 6340990667, 7354802668, 7354802667}",{442013004}
442013004,"{4430463624, 345218777, 5625431162, 5625431165, 7415068687}","{445644497, 31055503}"
445644498,"{5625431152, 4430463625, 345218771}",{31055504}
31055504,"{345218771, 290161271, 8194315925, 8100821655, 1588593528}","{486491745, 445644498}"
486491745,"{1588593528, 1590038663}","{31055504, 486491744}"
486491744,"{290166024, 1590038666, 1590038663}","{486491745, 486491743}"
486690321,"{4792638754, 1590854693, 330790829}","{486690426, 365024782}"
365024782,"{3277878772, 330790829}","{486690321, 364904597}"
364904597,"{1495302914, 3277878772, 1595227158, 7943477627}",{365024782}
677210791,"{345222686, 6341113367}","{31055833, 145587420, 138205647}"
145587420,"{330790664, 1271858604, 345222686}","{138205647, 362550509, 782610298, 677210791}"
138205647,"{1271858594, 345222686}","{677210787, 145587420, 677210791}"
85382137,"{1589338908, 1589557355, 8399284103, 1588504312, 1589338902, 989861259, 989861164}","{145517074, 85382267, 503673631}"
31055857,"{345223313, 345223318, 345223327}","{85382137, 31055858}"
31055858,"{1588507040, 989861282, 1588507042, 345223334, 345223339, 345223343, 893961392, 345223347, 1588963157, 8399284090, 989861019, 989860956, 345223327}","{85381959, 145434894, 145455184, 31055857, 85382323, 503673631, 85381912, 85381690, 521958943}"
85381912,"{989861017, 989861018, 989861019}",{31055858}
521958943,"{989861254, 989874822, 989874823, 1588724937, 8110011018, 989861167, 345223347, 989861015, 989861016}","{85382137, 31055858, 590430067, 145462806}"
85381959,"{1589250213, 345223334, 1588507014, 1589249450, 989861230, 989861231, 989861232, 989861233, 1588506002, 989861234, 989861235, 1588506491, 989861020}","{85382137, 31055858}"
145455184,"{989861010, 989860872, 989861002, 1588585915, 989861003}",set()
145434894,"{1588506057, 1588505646, 1588505407}",set()
85382323,"{1589250752, 989861280, 1589250838, 1589250903, 989861278, 989861279}",{85381690}
85381690,"{989860962, 1589232074, 1589422510, 1589250903, 1588585904, 1588585907, 989860948, 989860949, 989860950, 1588585911, 989860951, 989860952}",{85382323}
570824434,"{5487696592, 8237044166, 5487696590, 5487696591}",set()
145566485,"{8237044163, 1588578596, 1588578586, 8194077167, 8227058448, 345254607, 8194077170, 1588578674, 345254611, 5391364022, 345254615, 345254618, 345254622}",set()
34320312,"{8031380452, 330783161, 8031756156, 285899471}",{38237482}
38237482,"{7755251265, 285900613, 285899462, 285899465, 7613304138, 7613304142}",{832191299}
38237532,"{285898944, 285898752, 285898946, 8097580675, 285898754, 285898948, 285898624, 9357803264, 4350847373, 285898959, 4350847375, 4350847376, 9326303066, 285898652, 7613304156, 285898653, 285898527, 285898656, 9326303073, 285898658, 285898532, 1590911141, 4049606441, 285899049, 5651179501, 1590064624, 1590064628, 285898746, 285898749, 285898750}","{592013817, 482977108}"
592013817,"{5651179505, 5651179506, 4757421822}",{592013818}
482977108,"{4049606469, 4049606470, 4757421832, 4049606458, 4049606459, 5245190045, 4350847373}","{542526570, 38237532}"
542526570,"{8181646754, 5245190040, 5245190056, 5245190041, 5245190042}",set()
884810748,"{291771276, 6239867319}","{369030721, 677252705, 50434293, 368850806, 884810747, 520451324}"
368850806,"{8100821508, 291771286, 6239867323, 291771276}","{520451324, 884810748, 50434293}"
50434293,"{8100821512, 5099730892, 291771276}","{851764809, 520451324, 884810748, 368850806}"
520451324,"{291771337, 7305752271, 7950449039}",{145590154}
369030721,"{8100821505, 3728639922, 6239867319}","{677252705, 884810747, 884810748}"
884810747,"{330780246, 7553075947, 5790956397, 5790956398, 5790956399}",set()
145437541,"{1588553443, 1588553462, 1588553447, 1588553464, 1588553479}",{145437534}
145437527,"{1588553380, 1588553478, 1588553405, 1588553644, 641227324, 1592357694, 1588553654, 1592342487, 1588553401, 1590063644, 1588553533, 1588553598}","{145437539, 145437540, 145437541, 145437543, 145437528, 145437534, 145437535}"
145437545,"{1588553672, 1588553698, 1588553684}","{145437544, 145437531}"
420443419,"{4203744892, 4203744893}",set()
59458334,"{737244311, 737244312, 737244313, 737244314, 737244315, 737244316, 737244317, 737244318}",set()
73181879,"{8011574176, 3692845376, 893961377, 8210335747, 345220484, 1590979940, 8218004905, 8945032919, 7308421964, 1588432496, 868301556, 1590979927, 3692845371, 3692845373}",{362550509}
145663333,"{1591366641, 1590340466, 1590340377, 1590340426, 1590340415}","{75720760, 145663347}"
145663347,"{1590340452, 1590340517, 1590340522, 1590365903, 1590340466, 330948851, 1590340503, 1590340478}","{145663333, 75720784, 75720787, 145666295, 145760185, 75720765}"
75720784,"{8150336728, 893961332, 8150336727}",{75720788}
884810746,"{1591496068, 8292203990, 893961384, 1590340414}","{75720760, 884810745, 75720787, 884268461}"
75720787,"{893961384, 1590340517, 1590365904}","{75720760, 884810745, 884810746, 145663347}"
142796066,"{1588634376, 8011574158, 330790935}","{75720761, 145587414}"
145587414,"{9693315328, 283922883, 283923011, 330790197, 9298140197, 9298140200, 9298140202}",set()
75720776,"{8168432981, 330784310, 1591365463, 1591365661, 1591365471}","{145796136, 523951636}"
145796136,"{1590340291, 1590340279, 1590340280, 1591365661}",{75720776}
75720786,"{1590854499, 893961329, 1271936466, 3287542516, 5625431157, 5625431158, 5625431159, 1590102137, 893961405}",set()
75739284,"{1589590482, 5790956403, 5790956404, 291771301, 7553075946}",{75739290}
75739290,"{5790956400, 5790956401, 1589590482, 291771286}",{368850806}
857614017,"{989860869, 1589232774, 1589251047, 8253520204, 4049581741}","{157310425, 503673631}"
157310425,"{989860869, 1593055629}","{857614017, 157310434}"
145462806,"{1588439344, 8253545523, 989861013, 989861015, 989860879}",{521958943}
145517077,"{1589338309, 1589338870, 1589338230, 1589338215, 1589338253, 1589338366}",{85382137}
85382012,"{1589232144, 989861026, 989861027, 1589232133}",set()
85382991,"{989867173, 1589690918, 989867176, 989867849, 989867178, 989867180, 989867182, 989867184, 8944806323, 989867187, 989867254, 989867387, 8399284094, 8399284095}","{85383008, 145577569, 145577570, 145624964, 85383022, 85383027, 85383030, 503673631}"
145517074,"{1589338478, 1589338902}",{85382137}
145464567,"{1589251682, 989861101, 989861102, 989861103}","{85382137, 145479883}"
85382267,"{989861256, 1588505353, 989861257, 989861259, 989861258}",{85382137}
85382990,"{1515041744, 1589635390, 989866904, 989866905, 8222481998}",set()
85383008,"{989867256, 989867257, 989867254}","{85383021, 85382991}"
85383022,"{989867387, 989867388, 989867389}","{85383021, 85382991}"
145577569,"{1589690900, 1589690918}",{85382991}
145624964,"{989867872, 989868177, 989868332, 1588714614, 989868331, 989868492}","{85383034, 85383030}"
